measure_key,measure_name,pos_group,paid,measure_total_paid,share
ivc,IVC filter,inpatient,2615529.42,3880872.89,0.6739539000979751
ivc,IVC filter,office,778707.4199999999,3880872.89,0.20065264750271167
ivc,IVC filter,hopd_on_campus,448145.92,3880872.89,0.11547554704890114
ivc,IVC filter,er,29633.47,3880872.89,0.007635774435271443
ivc,IVC filter,other,6631.4,3880872.89,0.0017087392934428212
ivc,IVC filter,asc,2225.26,3880872.89,0.0005733916216977671
ivc,IVC filter,rehab_inp,0.0,3880872.89,0.0
pci,PCI for stable CAD,hopd_on_campus,51012976.7,120761485.72,0.4224275347048952
pci,PCI for stable CAD,inpatient,48116171.31,120761485.72,0.3984397096733566
pci,PCI for stable CAD,asc,21217169.18,120761485.72,0.17569483394063695
pci,PCI for stable CAD,er,178846.49,120761485.72,0.0014809894804927875
pci,PCI for stable CAD,office,125786.84000000001,120761485.72,0.0010416138825225445
pci,PCI for stable CAD,other,110077.45000000001,120761485.72,0.0009115277883813701
pci,PCI for stable CAD,rehab_inp,457.75,120761485.72,3.7905297145925177e-06
pci,PCI for stable CAD,alf,0.0,120761485.72,0.0
pci,PCI for stable CAD,group_home,0.0,120761485.72,0.0
pci,PCI for stable CAD,home,0.0,120761485.72,0.0
pci,PCI for stable CAD,inp_psy,0.0,120761485.72,0.0
pci,PCI for stable CAD,nf,0.0,120761485.72,0.0
pft,Preop pulmonary function,office,12076586.67,13518506.8,0.8933373225806269
pft,Preop pulmonary function,hopd_on_campus,1111649.65,13518506.8,0.08223168922768895
pft,Preop pulmonary function,other,171894.56,13518506.8,0.012715499022421618
pft,Preop pulmonary function,inpatient,88978.58,13518506.8,0.006581982856272262
pft,Preop pulmonary function,home,29304.010000000002,13518506.8,0.002167695769476552
pft,Preop pulmonary function,nf,21372.190000000002,13518506.8,0.0015809578910002103
pft,Preop pulmonary function,indep_clinic,15373.44,13518506.8,0.001137214355656499
pft,Preop pulmonary function,custodial,1957.8899999999999,13518506.8,0.0001448303447241673
pft,Preop pulmonary function,er,612.88,13518506.8,4.533636806692289e-05
pft,Preop pulmonary function,snf,203.20999999999998,13518506.8,1.5031985633206175e-05
pft,Preop pulmonary function,indep_lab,195.27,13518506.8,1.4444642658314896e-05
pft,Preop pulmonary function,rural_hc,119.75,13518506.8,8.858226856830075e-06
pft,Preop pulmonary function,fqhc,74.67,13518506.8,5.523539034651371e-06
pft,Preop pulmonary function,group_home,61.01,13518506.8,4.513072405304408e-06
pft,Preop pulmonary function,phl_state,38.870000000000005,13518506.8,2.8753175609602092e-06
pft,Preop pulmonary function,alf,38.42,13518506.8,2.8420298608719124e-06
pft,Preop pulmonary function,rehab_inp,25.53,13518506.8,1.888522185009368e-06
pft,Preop pulmonary function,asc,20.2,13518506.8,1.4942478706302089e-06
plant,Imaging for plantar fasciitis,office,71932345.75,93600639.38,0.7685027177856015
plant,Imaging for plantar fasciitis,hopd_on_campus,8166563.07,93600639.38,0.08724900945222583
plant,Imaging for plantar fasciitis,inpatient,4993760.859999999,93600639.38,0.05335178149506354
plant,Imaging for plantar fasciitis,other,2987195.0,93600639.38,0.03191425848997229
plant,Imaging for plantar fasciitis,er,2400720.43,93600639.38,0.025648547337946616
plant,Imaging for plantar fasciitis,indep_clinic,1199445.24,93600639.38,0.01281449836181664
plant,Imaging for plantar fasciitis,nf,877811.22,93600639.38,0.00937826093725985
plant,Imaging for plantar fasciitis,home,652987.6100000001,93600639.38,0.006976315699607566
plant,Imaging for plantar fasciitis,alf,232476.65,93600639.38,0.0024837079269960003
plant,Imaging for plantar fasciitis,snf,99849.79,93600639.38,0.001066763973637292
plant,Imaging for plantar fasciitis,asc,18462.530000000002,93600639.38,0.00019724790473968666
plant,Imaging for plantar fasciitis,fqhc,11347.54,93600639.38,0.00012123357356493307
plant,Imaging for plantar fasciitis,rehab_inp,8994.52,93600639.38,9.609464272443734e-05
plant,Imaging for plantar fasciitis,custodial,8704.22,93600639.38,9.299316818406118e-05
plant,Imaging for plantar fasciitis,rural_hc,4458.92,93600639.38,4.7637708775659866e-05
plant,Imaging for plantar fasciitis,group_home,4260.3,93600639.38,4.551571472395641e-05
plant,Imaging for plantar fasciitis,phl_state,876.01,93600639.38,9.35901726529424e-06
plant,Imaging for plantar fasciitis,indep_lab,211.56,93600639.38,2.260240970588977e-06
plant,Imaging for plantar fasciitis,inp_psy,120.92,93600639.38,1.2918715171280917e-06
plant,Imaging for plantar fasciitis,rehab_outp,40.71,93600639.38,4.3493292641651185e-07
plant,Imaging for plantar fasciitis,psy_partial,6.53,93600639.38,6.976448070498213e-08
preopec,Preop echocardiogram,office,366526495.53000003,618083087.09,0.5930052175600617
preopec,Preop echocardiogram,inpatient,121519566.94,618083087.09,0.1966071705862829
preopec,Preop echocardiogram,hopd_on_campus,106270209.76999998,618083087.09,0.17193515239242554
preopec,Preop echocardiogram,other,14929057.57,618083087.09,0.024153803722874165
preopec,Preop echocardiogram,er,3667961.38,618083087.09,0.0059344147358393945
preopec,Preop echocardiogram,home,2040691.8,618083087.09,0.003301646400984358
preopec,Preop echocardiogram,nf,1439264.68,618083087.09,0.0023285941810448317
preopec,Preop echocardiogram,indep_clinic,726327.15,618083087.09,0.0011751286601606014
preopec,Preop echocardiogram,alf,545228.2699999999,618083087.09,0.0008821277938003315
preopec,Preop echocardiogram,indep_lab,159820.3,618083087.09,0.0002585741356432364
preopec,Preop echocardiogram,snf,122059.93000000001,618083087.09,0.00019748142693027073
preopec,Preop echocardiogram,custodial,46017.25,618083087.09,7.445155992967554e-05
preopec,Preop echocardiogram,asc,45740.08,618083087.09,7.40031250739267e-05
preopec,Preop echocardiogram,rehab_inp,26101.47,618083087.09,4.222971077058338e-05
preopec,Preop echocardiogram,group_home,8853.32,618083087.09,1.432383474798244e-05
preopec,Preop echocardiogram,fqhc,7040.84,618083087.09,1.1391413463761018e-05
preopec,Preop echocardiogram,inp_psy,2381.0,618083087.09,3.852232895111235e-06
preopec,Preop echocardiogram,rural_hc,251.17000000000002,618083087.09,4.0636931384506037e-07
preopec,Preop echocardiogram,rehab_outp,18.64,618083087.09,3.015775773409215e-08
preopec,Preop echocardiogram,esrd,0.0,618083087.09,0.0
preopst,Preop stress test,office,397850064.45,479731468.92,0.8293182545344872
preopst,Preop stress test,hopd_on_campus,60865293.510000005,479731468.92,0.12687367298839822
preopst,Preop stress test,inpatient,10717363.889999999,479731468.92,0.022340339511451198
preopst,Preop stress test,other,8778914.87,479731468.92,0.018299643527166592
preopst,Preop stress test,er,916948.6,479731468.92,0.001911378884658722
preopst,Preop stress test,indep_clinic,587168.33,479731468.92,0.0012239520816132161
preopst,Preop stress test,asc,10861.01,479731468.92,2.263976975379779e-05
preopst,Preop stress test,home,2519.46,479731468.92,5.251813072992602e-06
preopst,Preop stress test,snf,899.0300000000001,479731468.92,1.8740275721831421e-06
preopst,Preop stress test,alf,415.94,479731468.92,8.670267158758395e-07
preopst,Preop stress test,indep_lab,415.28000000000003,479731468.92,8.656509462156048e-07
preopst,Preop stress test,rehab_inp,266.42,479731468.92,5.553523528481059e-07
preopst,Preop stress test,inp_psy,139.25,479731468.92,2.902665533146864e-07
preopst,Preop stress test,rehab_outp,114.33,479731468.92,2.3832082614339745e-07
preopst,Preop stress test,rural_hc,58.0,479731468.92,1.2090097014184425e-07
preopst,Preop stress test,nf,26.55,479731468.92,5.5343461332171805e-08
preopst,Preop stress test,custodial,0.0,479731468.92,0.0
preopst,Preop stress test,esrd,0.0,479731468.92,0.0
preopst,Preop stress test,fqhc,0.0,479731468.92,0.0
preopst,Preop stress test,group_home,0.0,479731468.92,0.0
preopst,Preop stress test,phl_state,0.0,479731468.92,0.0
preopx,Preop chest X-ray,er,0.0,0.0,
preopx,Preop chest X-ray,home,0.0,0.0,
preopx,Preop chest X-ray,office,0.0,0.0,
preopx,Preop chest X-ray,other,0.0,0.0,
psa,PSA over 75,indep_lab,66196610.86,91293640.84,0.7250955296658097
psa,PSA over 75,office,24999853.05,91293640.84,0.2738400267529521
psa,PSA over 75,nf,29516.040000000005,91293640.84,0.00032330882773893763
psa,PSA over 75,fqhc,14493.830000000002,91293640.84,0.00015876056499271063
psa,PSA over 75,home,12849.16,91293640.84,0.00014074540002757984
psa,PSA over 75,hopd_on_campus,11500.1,91293640.84,0.00012596824810782734
psa,PSA over 75,other,11015.100000000002,91293640.84,0.00012065572036178201
psa,PSA over 75,alf,8393.599999999999,91293640.84,9.19406863694976e-05
psa,PSA over 75,indep_clinic,8278.359999999999,91293640.84,9.067838596237541e-05
psa,PSA over 75,snf,720.8,91293640.84,7.895402060514425e-06
psa,PSA over 75,rural_hc,281.1,91293640.84,3.0790753596151572e-06
psa,PSA over 75,group_home,92.8,91293640.84,1.0165001542948651e-06
psa,PSA over 75,asc,18.02,91293640.84,1.9738505151286065e-07
psa,PSA over 75,er,18.02,91293640.84,1.9738505151286065e-07
psa,PSA over 75,custodial,0.0,91293640.84,0.0
psa,PSA over 75,inp_psy,0.0,91293640.84,0.0
psa,PSA over 75,inpatient,0.0,91293640.84,0.0
psa,PSA over 75,phl_state,0.0,91293640.84,0.0
psa,PSA over 75,rehab_inp,0.0,91293640.84,0.0
pth,PTH for non-dialysis CKD,indep_lab,55220671.05,69062552.08,0.7995747244618765
pth,PTH for non-dialysis CKD,office,13701404.959999999,69062552.08,0.19839123442945897
pth,PTH for non-dialysis CKD,nf,70180.75,69062552.08,0.0010161910888943795
pth,PTH for non-dialysis CKD,alf,32954.3,69062552.08,0.0004771659750109832
pth,PTH for non-dialysis CKD,home,15325.0,69062552.08,0.00022190028515378315
pth,PTH for non-dialysis CKD,indep_clinic,9748.47,69062552.08,0.00014115421029775534
pth,PTH for non-dialysis CKD,hopd_on_campus,9627.1,69062552.08,0.00013939681795784573
pth,PTH for non-dialysis CKD,other,1791.0,69062552.08,2.593301211813544e-05
pth,PTH for non-dialysis CKD,snf,768.5500000000001,69062552.08,1.112831739999609e-05
pth,PTH for non-dialysis CKD,fqhc,80.9,69062552.08,1.1714018315785357e-06
pth,PTH for non-dialysis CKD,er,0.0,69062552.08,0.0
pth,PTH for non-dialysis CKD,group_home,0.0,69062552.08,0.0
pth,PTH for non-dialysis CKD,inpatient,0.0,69062552.08,0.0
renlstent,Renal artery stent,office,2133369.74,5530691.39,0.3857329200933774
renlstent,Renal artery stent,hopd_on_campus,1410140.42,5530691.39,0.25496639037746055
renlstent,Renal artery stent,inpatient,1312514.02,5530691.39,0.23731463707650485
renlstent,Renal artery stent,asc,658960.65,5530691.39,0.11914616157962848
renlstent,Renal artery stent,er,9423.66,5530691.39,0.0017038846204723782
renlstent,Renal artery stent,other,5973.78,5530691.39,0.0010801145062624801
renlstent,Renal artery stent,rehab_inp,309.12,5530691.39,5.589174629394753e-05
rhcath,PA catheter in ICU,inpatient,3236977.54,3335745.54,0.9703910268886997
rhcath,PA catheter in ICU,hopd_on_campus,94206.34,3335745.54,0.028241464725154063
rhcath,PA catheter in ICU,er,2920.91,3335745.54,0.0008756393330889382
rhcath,PA catheter in ICU,office,1292.46,3335745.54,0.00038745761164983827
rhcath,PA catheter in ICU,asc,348.29,3335745.54,0.00010441144140748818
rhcath,PA catheter in ICU,indep_lab,0.0,3335745.54,0.0
rhcath,PA catheter in ICU,other,0.0,3335745.54,0.0
rhinoct,CT for sinusitis,office,14003277.51,26244272.759999998,0.5335746064696822
rhinoct,CT for sinusitis,er,7140536.26,26244272.759999998,0.27207979147675954
rhinoct,CT for sinusitis,hopd_on_campus,2849302.9299999997,26244272.759999998,0.10856856107450394
rhinoct,CT for sinusitis,inpatient,1303923.35,26244272.759999998,0.049684110583828586
rhinoct,CT for sinusitis,other,603466.82,26244272.759999998,0.02299422908451741
rhinoct,CT for sinusitis,indep_clinic,333773.33999999997,26244272.759999998,0.01271794966666853
rhinoct,CT for sinusitis,indep_lab,9092.11,26244272.759999998,0.0003464416820822587
rhinoct,CT for sinusitis,snf,302.44000000000005,26244272.759999998,1.1524038130748344e-05
rhinoct,CT for sinusitis,asc,175.72,26244272.759999998,6.695556078346444e-06
rhinoct,CT for sinusitis,fqhc,131.62,26244272.759999998,5.015189454996352e-06
rhinoct,CT for sinusitis,home,101.43,26244272.759999998,3.864843233705212e-06
rhinoct,CT for sinusitis,nf,94.44,26244272.759999998,3.59849940837149e-06
rhinoct,CT for sinusitis,inp_psy,65.6,26244272.759999998,2.499592981672699e-06
rhinoct,CT for sinusitis,rural_hc,29.19,26244272.759999998,1.1122426697412515e-06
rhinoct,CT for sinusitis,rehab_inp,0.0,26244272.759999998,0.0
spinj,Spinal injection for low back,asc,164531832.5,315345599.16,0.5217508439574572
spinj,Spinal injection for low back,office,126107059.65,315345599.16,0.3999011243090658
spinj,Spinal injection for low back,hopd_on_campus,19878738.490000002,315345599.16,0.06303794485463528
spinj,Spinal injection for low back,other,4423106.0600000005,315345599.16,0.014026217812400182
spinj,Spinal injection for low back,inpatient,229712.46000000002,315345599.16,0.0007284466966144294
spinj,Spinal injection for low back,er,40199.91,315345599.16,0.00012747889968048478
spinj,Spinal injection for low back,alf,35988.55,315345599.16,0.00011412415488233953
spinj,Spinal injection for low back,home,34731.33,315345599.16,0.00011013735435825131
spinj,Spinal injection for low back,indep_clinic,29202.21,315345599.16,9.260382918863372e-05
spinj,Spinal injection for low back,snf,23872.86,315345599.16,7.570379946189575e-05
spinj,Spinal injection for low back,nf,5327.530000000001,315345599.16,1.689425828104523e-05
spinj,Spinal injection for low back,rehab_inp,4163.72,315345599.16,1.3203672450451456e-05
spinj,Spinal injection for low back,group_home,844.47,315345599.16,2.677919090196445e-06
spinj,Spinal injection for low back,phl_state,407.64,315345599.16,1.2926769902159683e-06
spinj,Spinal injection for low back,inp_psy,182.46,315345599.16,5.786032863183337e-07
spinj,Spinal injection for low back,custodial,181.06,315345599.16,5.741637127085252e-07
spinj,Spinal injection for low back,rural_hc,48.26,315345599.16,1.5303844457811456e-07
spinj,Spinal injection for low back,fqhc,0.0,315345599.16,0.0
spinj,Spinal injection for low back,indep_lab,0.0,315345599.16,0.0
stress,Stress test stable CAD,office,397850064.45,479731468.92,0.8293182545344872
stress,Stress test stable CAD,hopd_on_campus,60865293.510000005,479731468.92,0.12687367298839822
stress,Stress test stable CAD,inpatient,10717363.889999999,479731468.92,0.022340339511451198
stress,Stress test stable CAD,other,8778914.87,479731468.92,0.018299643527166592
stress,Stress test stable CAD,er,916948.6,479731468.92,0.001911378884658722
stress,Stress test stable CAD,indep_clinic,587168.33,479731468.92,0.0012239520816132161
stress,Stress test stable CAD,asc,10861.01,479731468.92,2.263976975379779e-05
stress,Stress test stable CAD,home,2519.46,479731468.92,5.251813072992602e-06
stress,Stress test stable CAD,snf,899.0300000000001,479731468.92,1.8740275721831421e-06
stress,Stress test stable CAD,alf,415.94,479731468.92,8.670267158758395e-07
stress,Stress test stable CAD,indep_lab,415.28000000000003,479731468.92,8.656509462156048e-07
stress,Stress test stable CAD,rehab_inp,266.42,479731468.92,5.553523528481059e-07
stress,Stress test stable CAD,inp_psy,139.25,479731468.92,2.902665533146864e-07
stress,Stress test stable CAD,rehab_outp,114.33,479731468.92,2.3832082614339745e-07
stress,Stress test stable CAD,rural_hc,58.0,479731468.92,1.2090097014184425e-07
stress,Stress test stable CAD,nf,26.55,479731468.92,5.5343461332171805e-08
stress,Stress test stable CAD,custodial,0.0,479731468.92,0.0
stress,Stress test stable CAD,esrd,0.0,479731468.92,0.0
stress,Stress test stable CAD,fqhc,0.0,479731468.92,0.0
stress,Stress test stable CAD,group_home,0.0,479731468.92,0.0
stress,Stress test stable CAD,phl_state,0.0,479731468.92,0.0
sync,Head imaging for syncope,office,113314354.87,372049186.83,0.30456821001406087
sync,Head imaging for syncope,er,101100955.31,372049186.83,0.2717408312901271
sync,Head imaging for syncope,inpatient,74448356.31,372049186.83,0.20010353185912916
sync,Head imaging for syncope,hopd_on_campus,66435478.54,372049186.83,0.17856638555255408
sync,Head imaging for syncope,other,9463203.620000001,372049186.83,0.025435356278104195
sync,Head imaging for syncope,indep_clinic,7237037.99,372049186.83,0.019451831226033056
sync,Head imaging for syncope,snf,18192.57,372049186.83,4.889829260213572e-05
sync,Head imaging for syncope,indep_lab,10271.88,372049186.83,2.7608930118945585e-05
sync,Head imaging for syncope,asc,6593.219999999999,372049186.83,1.7721366511177546e-05
sync,Head imaging for syncope,rehab_inp,4727.88,372049186.83,1.2707674596155764e-05
sync,Head imaging for syncope,inp_psy,3816.67,372049186.83,1.025850918401267e-05
sync,Head imaging for syncope,nf,2690.45,372049186.83,7.231436313363975e-06
sync,Head imaging for syncope,fqhc,2482.19,372049186.83,6.671671617264371e-06
sync,Head imaging for syncope,rural_hc,528.7,372049186.83,1.4210486643035679e-06
sync,Head imaging for syncope,rehab_outp,290.69,372049186.83,7.813214227849519e-07
sync,Head imaging for syncope,home,123.21,372049186.83,3.31165889784079e-07
sync,Head imaging for syncope,alf,82.73,372049186.83,2.2236307168116922e-07
sync,Head imaging for syncope,esrd,0.0,372049186.83,0.0
sync,Head imaging for syncope,psy_partial,0.0,372049186.83,0.0
t3,T3 in hypothyroidism,indep_lab,25749745.650000002,32457711.1,0.7933321475031553
t3,T3 in hypothyroidism,office,6615145.8,32457711.1,0.20380814221986218
t3,T3 in hypothyroidism,nf,40795.82,32457711.1,0.0012568914633046937
t3,T3 in hypothyroidism,home,17539.39,32457711.1,0.0005403766749282576
t3,T3 in hypothyroidism,alf,16451.78,32457711.1,0.0005068681506626633
t3,T3 in hypothyroidism,other,7076.45,32457711.1,0.00021802061082489577
t3,T3 in hypothyroidism,fqhc,6596.799999999999,32457711.1,0.0002032429206013852
t3,T3 in hypothyroidism,indep_clinic,1865.0,32457711.1,5.74593813548362e-05
t3,T3 in hypothyroidism,hopd_on_campus,1619.5,32457711.1,4.989569335343551e-05
t3,T3 in hypothyroidism,snf,643.2,32457711.1,1.9816554470472196e-05
t3,T3 in hypothyroidism,group_home,86.1,32457711.1,2.65268243144847e-06
t3,T3 in hypothyroidism,phl_state,83.4,32457711.1,2.569497268092943e-06
t3,T3 in hypothyroidism,er,29.01,32457711.1,8.93778366275495e-07
t3,T3 in hypothyroidism,custodial,16.6,32457711.1,5.114347080376842e-07
t3,T3 in hypothyroidism,rural_hc,16.6,32457711.1,5.114347080376842e-07
t3,T3 in hypothyroidism,asc,0.0,32457711.1,0.0
t3,T3 in hypothyroidism,inpatient,0.0,32457711.1,0.0
